# x_m,y_m,w_tr_right_m,w_tr_left_m
0.6000,-2.4300,0.6847,0.6847
0.6000,-2.4200,0.6836,0.6836
0.6000,-2.4100,0.6826,0.6826
0.6000,-2.4000,0.6818,0.6818
0.6000,-2.3900,0.6812,0.6812
0.6000,-2.3800,0.6807,0.6807
0.6000,-2.3700,0.6803,0.6803
0.6000,-2.3600,0.6801,0.6801
0.6000,-2.3500,0.6800,0.6800
0.6100,-2.3400,0.6700,0.6700
0.6100,-2.3300,0.6700,0.6700
0.6100,-2.3200,0.6700,0.6700
0.6100,-2.3100,0.6700,0.6700
0.6100,-2.3000,0.6700,0.6700
0.6100,-2.2900,0.6694,0.6694
0.6100,-2.2800,0.6671,0.6671
0.6200,-2.2700,0.6551,0.6551
0.6200,-2.2600,0.6531,0.6531
0.6200,-2.2500,0.6512,0.6512
0.6200,-2.2400,0.6494,0.6494
0.6200,-2.2300,0.6478,0.6478
0.6200,-2.2200,0.6463,0.6463
0.6200,-2.2100,0.6450,0.6450
0.6200,-2.2000,0.6438,0.6438
0.6200,-2.1900,0.6428,0.6428
0.6300,-2.1800,0.6320,0.6320
0.6300,-2.1700,0.6313,0.6313
0.6300,-2.1600,0.6307,0.6307
0.6300,-2.1500,0.6303,0.6303
0.6300,-2.1400,0.6301,0.6301
0.6300,-2.1300,0.6300,0.6300
0.6300,-2.1200,0.6300,0.6300
0.6300,-2.1100,0.6300,0.6300
0.6300,-2.1000,0.6300,0.6300
0.6300,-2.0900,0.6300,0.6300
0.6300,-2.0800,0.6300,0.6300
0.6300,-2.0700,0.6300,0.6300
0.6400,-2.0600,0.6200,0.6200
0.6400,-2.0500,0.6200,0.6200
0.6400,-2.0400,0.6200,0.6200
0.6400,-2.0300,0.6200,0.6200
0.6400,-2.0200,0.6200,0.6200
0.6400,-2.0100,0.6200,0.6200
0.6400,-2.0000,0.6200,0.6200
0.6400,-1.9900,0.6200,0.6200
0.6400,-1.9800,0.6200,0.6200
0.6400,-1.9700,0.6200,0.6200
0.6400,-1.9600,0.6201,0.6201
0.6400,-1.9500,0.6201,0.6201
0.6400,-1.9400,0.6200,0.6200
0.6400,-1.9300,0.6200,0.6200
0.6400,-1.9200,0.6200,0.6200
0.6400,-1.9100,0.6200,0.6200
0.6400,-1.9000,0.6201,0.6201
0.6400,-1.8900,0.6200,0.6200
0.6400,-1.8800,0.6200,0.6200
0.6400,-1.8700,0.6200,0.6200
0.6400,-1.8600,0.6200,0.6200
0.6400,-1.8500,0.6200,0.6200
0.6400,-1.8400,0.6200,0.6200
0.6400,-1.8300,0.6200,0.6200
0.6400,-1.8200,0.6200,0.6200
0.6400,-1.8100,0.6200,0.6200
0.6400,-1.8000,0.6200,0.6200
0.6400,-1.7900,0.6201,0.6201
0.6400,-1.7800,0.6200,0.6200
0.6400,-1.7700,0.6200,0.6200
0.6400,-1.7600,0.6200,0.6200
0.6400,-1.7500,0.6200,0.6200
0.6400,-1.7400,0.6200,0.6200
0.6400,-1.7300,0.6201,0.6201
0.6400,-1.7200,0.6201,0.6201
0.6400,-1.7100,0.6200,0.6200
0.6400,-1.7000,0.6201,0.6201
0.6400,-1.6900,0.6200,0.6200
0.6400,-1.6800,0.6201,0.6201
0.6400,-1.6700,0.6203,0.6203
0.6400,-1.6600,0.6207,0.6207
0.6400,-1.6500,0.6198,0.6198
0.6400,-1.6400,0.6181,0.6181
0.6400,-1.6300,0.6166,0.6166
0.6400,-1.6200,0.6152,0.6152
0.6400,-1.6100,0.6140,0.6140
0.6400,-1.6000,0.6129,0.6129
0.6400,-1.5900,0.6120,0.6120
0.6400,-1.5800,0.6113,0.6113
0.6400,-1.5700,0.6107,0.6107
0.6400,-1.5600,0.6103,0.6103
0.6400,-1.5500,0.6101,0.6101
0.6400,-1.5400,0.6100,0.6100
0.6400,-1.5300,0.6100,0.6100
0.6400,-1.5200,0.6100,0.6100
0.6400,-1.5100,0.6100,0.6100
0.6400,-1.5000,0.6100,0.6100
0.6400,-1.4900,0.6100,0.6100
0.6400,-1.4800,0.6100,0.6100
0.6400,-1.4700,0.6100,0.6100
0.6400,-1.4600,0.6100,0.6100
0.6400,-1.4500,0.6100,0.6100
0.6400,-1.4400,0.6100,0.6100
0.6400,-1.4300,0.6100,0.6100
0.6400,-1.4200,0.6101,0.6101
0.6400,-1.4100,0.6103,0.6103
0.6400,-1.4000,0.6107,0.6107
0.6400,-1.3900,0.6113,0.6113
0.6400,-1.3800,0.6120,0.6120
0.6400,-1.3700,0.6129,0.6129
0.6400,-1.3600,0.6140,0.6140
0.6400,-1.3500,0.6152,0.6152
0.6400,-1.3400,0.6166,0.6166
0.6500,-1.3300,0.6280,0.6280
0.6500,-1.3200,0.6297,0.6297
0.6500,-1.3100,0.6300,0.6300
0.6500,-1.3000,0.6300,0.6300
0.6500,-1.2900,0.6300,0.6300
0.6500,-1.2800,0.6300,0.6300
0.6500,-1.2700,0.6300,0.6300
0.6500,-1.2600,0.6300,0.6300
0.6600,-1.2500,0.6200,0.6200
0.6600,-1.2400,0.6200,0.6200
0.6600,-1.2300,0.6200,0.6200
0.6600,-1.2200,0.6200,0.6200
0.6600,-1.2100,0.6200,0.6200
0.6600,-1.2000,0.6200,0.6200
0.6600,-1.1900,0.6201,0.6201
0.6600,-1.1800,0.6200,0.6200
0.6600,-1.1700,0.6200,0.6200
0.6600,-1.1600,0.6200,0.6200
0.6700,-1.1500,0.6100,0.6100
0.6700,-1.1400,0.6100,0.6100
0.6700,-1.1300,0.6101,0.6101
0.6700,-1.1200,0.6103,0.6103
0.6700,-1.1100,0.6107,0.6107
0.6700,-1.1000,0.6113,0.6113
0.6700,-1.0900,0.6120,0.6120
0.6700,-1.0800,0.6129,0.6129
0.6700,-1.0700,0.6140,0.6140
0.6700,-1.0600,0.6152,0.6152
0.6700,-1.0500,0.6166,0.6166
0.6700,-1.0400,0.6181,0.6181
0.6700,-1.0300,0.6198,0.6198
0.6700,-1.0200,0.6200,0.6200
0.6700,-1.0100,0.6200,0.6200
0.6700,-1.0000,0.6200,0.6200
0.6800,-0.9900,0.6100,0.6100
0.6800,-0.9800,0.6100,0.6100
0.6800,-0.9700,0.6100,0.6100
0.6800,-0.9600,0.6100,0.6100
0.6800,-0.9500,0.6100,0.6100
0.6800,-0.9400,0.6100,0.6100
0.6800,-0.9300,0.6100,0.6100
0.6800,-0.9200,0.6100,0.6100
0.6900,-0.9100,0.6000,0.6000
0.6900,-0.9000,0.6000,0.6000
0.6900,-0.8900,0.6000,0.6000
0.6900,-0.8800,0.6000,0.6000
0.6900,-0.8700,0.6000,0.6000
0.6900,-0.8600,0.6000,0.6000
0.6900,-0.8500,0.6000,0.6000
0.6900,-0.8400,0.6000,0.6000
0.6900,-0.8300,0.6000,0.6000
0.6900,-0.8200,0.6000,0.6000
0.6900,-0.8100,0.6000,0.6000
0.6900,-0.8000,0.6000,0.6000
0.6900,-0.7900,0.6000,0.6000
0.6900,-0.7800,0.6000,0.6000
0.6900,-0.7700,0.6000,0.6000
0.6900,-0.7600,0.6000,0.6000
0.6900,-0.7500,0.6001,0.6001
0.6900,-0.7400,0.6000,0.6000
0.6900,-0.7300,0.6001,0.6001
0.6900,-0.7200,0.6000,0.6000
0.7000,-0.7100,0.5900,0.5900
0.7000,-0.7000,0.5901,0.5901
0.7000,-0.6900,0.5900,0.5900
0.7000,-0.6800,0.5901,0.5901
0.7000,-0.6700,0.5900,0.5900
0.7000,-0.6600,0.5900,0.5900
0.7000,-0.6500,0.5900,0.5900
0.7000,-0.6400,0.5900,0.5900
0.7000,-0.6300,0.5900,0.5900
0.7000,-0.6200,0.5900,0.5900
0.7000,-0.6100,0.5900,0.5900
0.7000,-0.6000,0.5900,0.5900
0.7000,-0.5900,0.5900,0.5900
0.7000,-0.5800,0.5886,0.5886
0.7000,-0.5700,0.5869,0.5869
0.7000,-0.5600,0.5855,0.5855
0.7000,-0.5500,0.5842,0.5842
0.7000,-0.5400,0.5831,0.5831
0.7000,-0.5300,0.5822,0.5822
0.7000,-0.5200,0.5814,0.5814
0.7000,-0.5100,0.5808,0.5808
0.7000,-0.5000,0.5803,0.5803
0.7000,-0.4900,0.5801,0.5801
0.7000,-0.4800,0.5800,0.5800
0.7000,-0.4700,0.5800,0.5800
0.7000,-0.4600,0.5800,0.5800
0.7000,-0.4500,0.5800,0.5800
0.7000,-0.4400,0.5800,0.5800
0.7000,-0.4300,0.5800,0.5800
0.7000,-0.4200,0.5800,0.5800
0.7000,-0.4100,0.5800,0.5800
0.7000,-0.4000,0.5800,0.5800
0.7000,-0.3900,0.5800,0.5800
0.7000,-0.3800,0.5800,0.5800
0.7000,-0.3700,0.5801,0.5801
0.7000,-0.3600,0.5803,0.5803
0.7000,-0.3500,0.5808,0.5808
0.7000,-0.3400,0.5814,0.5814
0.7000,-0.3300,0.5808,0.5808
0.7000,-0.3200,0.5803,0.5803
0.7000,-0.3100,0.5801,0.5801
0.7000,-0.3000,0.5800,0.5800
0.7000,-0.2900,0.5800,0.5800
0.7000,-0.2800,0.5800,0.5800
0.7000,-0.2700,0.5800,0.5800
0.7000,-0.2600,0.5800,0.5800
0.7000,-0.2500,0.5800,0.5800
0.7000,-0.2400,0.5800,0.5800
0.7000,-0.2300,0.5800,0.5800
0.7000,-0.2200,0.5800,0.5800
0.7000,-0.2100,0.5800,0.5800
0.7000,-0.2000,0.5800,0.5800
0.7000,-0.1900,0.5800,0.5800
0.7000,-0.1800,0.5800,0.5800
0.7000,-0.1700,0.5800,0.5800
0.7000,-0.1600,0.5800,0.5800
0.7000,-0.1500,0.5800,0.5800
0.7000,-0.1400,0.5800,0.5800
0.7000,-0.1300,0.5800,0.5800
0.7000,-0.1200,0.5800,0.5800
0.7000,-0.1100,0.5800,0.5800
0.7000,-0.1000,0.5800,0.5800
0.7000,-0.0900,0.5800,0.5800
0.7000,-0.0800,0.5800,0.5800
0.7000,-0.0700,0.5800,0.5800
0.7000,-0.0600,0.5800,0.5800
0.6900,-0.0500,0.5700,0.5700
0.6900,-0.0400,0.5700,0.5700
0.6900,-0.0300,0.5700,0.5700
0.6900,-0.0200,0.5700,0.5700
0.6900,-0.0100,0.5700,0.5700
0.6900,0.0000,0.5700,0.5700
0.6900,0.0100,0.5700,0.5700
0.6900,0.0200,0.5700,0.5700
0.6900,0.0300,0.5700,0.5700
0.6900,0.0400,0.5700,0.5700
0.6900,0.0500,0.5700,0.5700
0.6900,0.0600,0.5700,0.5700
0.6900,0.0700,0.5700,0.5700
0.6900,0.0800,0.5700,0.5700
0.6900,0.0900,0.5700,0.5700
0.6900,0.1000,0.5700,0.5700
0.6900,0.1100,0.5700,0.5700
0.6900,0.1200,0.5700,0.5700
0.6900,0.1300,0.5700,0.5700
0.6900,0.1400,0.5700,0.5700
0.6900,0.1500,0.5700,0.5700
0.6900,0.1600,0.5700,0.5700
0.6900,0.1700,0.5700,0.5700
0.6900,0.1800,0.5700,0.5700
0.6900,0.1900,0.5700,0.5700
0.6900,0.2000,0.5700,0.5700
0.6900,0.2100,0.5700,0.5700
0.6900,0.2200,0.5700,0.5700
0.6900,0.2300,0.5700,0.5700
0.6900,0.2400,0.5700,0.5700
0.6900,0.2500,0.5700,0.5700
0.6900,0.2600,0.5700,0.5700
0.6900,0.2700,0.5700,0.5700
0.6900,0.2800,0.5700,0.5700
0.6900,0.2900,0.5700,0.5700
0.6900,0.3000,0.5700,0.5700
0.6900,0.3100,0.5700,0.5700
0.6900,0.3200,0.5700,0.5700
0.6900,0.3300,0.5700,0.5700
0.6900,0.3400,0.5700,0.5700
0.6900,0.3500,0.5700,0.5700
0.6900,0.3600,0.5700,0.5700
0.6900,0.3700,0.5700,0.5700
0.6900,0.3800,0.5700,0.5700
0.6900,0.3900,0.5700,0.5700
0.6900,0.4000,0.5700,0.5700
0.6900,0.4100,0.5700,0.5700
0.6900,0.4200,0.5700,0.5700
0.6900,0.4300,0.5700,0.5700
0.6900,0.4400,0.5700,0.5700
0.6900,0.4500,0.5700,0.5700
0.6900,0.4600,0.5700,0.5700
0.6900,0.4700,0.5700,0.5700
0.6900,0.4800,0.5700,0.5700
0.6900,0.4900,0.5700,0.5700
0.6900,0.5000,0.5700,0.5700
0.6900,0.5100,0.5700,0.5700
0.6900,0.5200,0.5700,0.5700
0.6900,0.5300,0.5700,0.5700
0.6900,0.5400,0.5700,0.5700
0.6900,0.5500,0.5700,0.5700
0.6900,0.5600,0.5700,0.5700
0.6900,0.5700,0.5700,0.5700
0.6900,0.5800,0.5700,0.5700
0.6900,0.5900,0.5700,0.5700
0.6900,0.6000,0.5700,0.5700
0.6900,0.6100,0.5700,0.5700
0.6900,0.6200,0.5700,0.5700
0.6900,0.6300,0.5700,0.5700
0.6900,0.6400,0.5700,0.5700
0.6900,0.6500,0.5700,0.5700
0.6900,0.6600,0.5700,0.5700
0.6900,0.6700,0.5700,0.5700
0.6900,0.6800,0.5700,0.5700
0.6900,0.6900,0.5700,0.5700
0.6900,0.7000,0.5700,0.5700
0.6900,0.7100,0.5700,0.5700
0.6900,0.7200,0.5700,0.5700
0.6900,0.7300,0.5700,0.5700
0.6900,0.7400,0.5700,0.5700
0.6900,0.7500,0.5700,0.5700
0.6900,0.7600,0.5700,0.5700
0.6900,0.7700,0.5700,0.5700
0.6900,0.7800,0.5700,0.5700
0.6900,0.7900,0.5700,0.5700
0.6900,0.8000,0.5700,0.5700
0.6900,0.8100,0.5700,0.5700
0.6900,0.8200,0.5700,0.5700
0.6900,0.8300,0.5700,0.5700
0.6900,0.8400,0.5700,0.5700
0.6900,0.8500,0.5700,0.5700
0.6900,0.8600,0.5700,0.5700
0.6900,0.8700,0.5700,0.5700
0.6900,0.8800,0.5700,0.5700
0.6900,0.8900,0.5700,0.5700
0.6900,0.9000,0.5700,0.5700
0.6900,0.9100,0.5700,0.5700
0.6900,0.9200,0.5700,0.5700
0.6900,0.9300,0.5700,0.5700
0.6900,0.9400,0.5700,0.5700
0.6900,0.9500,0.5700,0.5700
0.6900,0.9600,0.5700,0.5700
0.6900,0.9700,0.5700,0.5700
0.6900,0.9800,0.5700,0.5700
0.6900,0.9900,0.5700,0.5700
0.6900,1.0000,0.5700,0.5700
0.6900,1.0100,0.5700,0.5700
0.6900,1.0200,0.5700,0.5700
0.6900,1.0300,0.5700,0.5700
0.6900,1.0400,0.5700,0.5700
0.6900,1.0500,0.5700,0.5700
0.6900,1.0600,0.5700,0.5700
0.6900,1.0700,0.5700,0.5700
0.6900,1.0800,0.5700,0.5700
0.6900,1.0900,0.5700,0.5700
0.6900,1.1000,0.5700,0.5700
0.6900,1.1100,0.5700,0.5700
0.6900,1.1200,0.5700,0.5700
0.6900,1.1300,0.5700,0.5700
0.6900,1.1400,0.5700,0.5700
0.6900,1.1500,0.5700,0.5700
0.6900,1.1600,0.5700,0.5700
0.6900,1.1700,0.5700,0.5700
0.6900,1.1800,0.5700,0.5700
0.6900,1.1900,0.5700,0.5700
0.6900,1.2000,0.5700,0.5700
0.6900,1.2100,0.5700,0.5700
0.6900,1.2200,0.5700,0.5700
0.6900,1.2300,0.5700,0.5700
0.6900,1.2400,0.5700,0.5700
0.6900,1.2500,0.5700,0.5700
0.6900,1.2600,0.5700,0.5700
0.6900,1.2700,0.5700,0.5700
0.6900,1.2800,0.5700,0.5700
0.6900,1.2900,0.5700,0.5700
0.6900,1.3000,0.5700,0.5700
0.6900,1.3100,0.5700,0.5700
0.6900,1.3200,0.5700,0.5700
0.6900,1.3300,0.5700,0.5700
0.6900,1.3400,0.5700,0.5700
0.6900,1.3500,0.5700,0.5700
0.6900,1.3600,0.5700,0.5700
0.6900,1.3700,0.5700,0.5700
0.6900,1.3800,0.5700,0.5700
0.6900,1.3900,0.5700,0.5700
0.6900,1.4000,0.5700,0.5700
0.6900,1.4100,0.5700,0.5700
0.6900,1.4200,0.5700,0.5700
0.6900,1.4300,0.5700,0.5700
0.6900,1.4400,0.5700,0.5700
0.6900,1.4500,0.5700,0.5700
0.6900,1.4600,0.5700,0.5700
0.6900,1.4700,0.5700,0.5700
0.6900,1.4800,0.5700,0.5700
0.6900,1.4900,0.5701,0.5701
0.6900,1.5000,0.5700,0.5700
0.6900,1.5100,0.5700,0.5700
0.6900,1.5200,0.5700,0.5700
0.6900,1.5300,0.5700,0.5700
0.6900,1.5400,0.5700,0.5700
0.6900,1.5500,0.5700,0.5700
0.6900,1.5600,0.5700,0.5700
0.6900,1.5700,0.5700,0.5700
0.6900,1.5800,0.5700,0.5700
0.6900,1.5900,0.5700,0.5700
0.6900,1.6000,0.5700,0.5700
0.6900,1.6100,0.5700,0.5700
0.6900,1.6200,0.5700,0.5700
0.6900,1.6300,0.5700,0.5700
0.6900,1.6400,0.5700,0.5700
0.6900,1.6500,0.5700,0.5700
0.6900,1.6600,0.5700,0.5700
0.6900,1.6700,0.5700,0.5700
0.6900,1.6800,0.5700,0.5700
0.6900,1.6900,0.5700,0.5700
0.6900,1.7000,0.5700,0.5700
0.6900,1.7100,0.5700,0.5700
0.6900,1.7200,0.5700,0.5700
0.6900,1.7300,0.5700,0.5700
0.6900,1.7400,0.5700,0.5700
0.6900,1.7500,0.5700,0.5700
0.6900,1.7600,0.5700,0.5700
0.6900,1.7700,0.5700,0.5700
0.6900,1.7800,0.5700,0.5700
0.6900,1.7900,0.5700,0.5700
0.6900,1.8000,0.5700,0.5700
0.6900,1.8100,0.5700,0.5700
0.6900,1.8200,0.5700,0.5700
0.6900,1.8300,0.5700,0.5700
0.6900,1.8400,0.5700,0.5700
0.6900,1.8500,0.5700,0.5700
0.7000,1.8600,0.5800,0.5800
0.7000,1.8700,0.5800,0.5800
0.7000,1.8800,0.5800,0.5800
0.7000,1.8900,0.5800,0.5800
0.7000,1.9000,0.5800,0.5800
0.7000,1.9100,0.5801,0.5801
0.7000,1.9200,0.5803,0.5803
0.7000,1.9300,0.5808,0.5808
0.7000,1.9400,0.5814,0.5814
0.7000,1.9500,0.5822,0.5822
0.7000,1.9600,0.5831,0.5831
0.7000,1.9700,0.5842,0.5842
0.7000,1.9800,0.5855,0.5855
0.7000,1.9900,0.5869,0.5869
0.7000,2.0000,0.5886,0.5886
0.7000,2.0100,0.5903,0.5903
0.7000,2.0200,0.5923,0.5923
0.7000,2.0300,0.5944,0.5944
0.7000,2.0400,0.5967,0.5967
0.7000,2.0500,0.5991,0.5991
0.7000,2.0600,0.6017,0.6017
0.7000,2.0700,0.6044,0.6044
0.7000,2.0800,0.6073,0.6073
0.7000,2.0900,0.6101,0.6101
0.7000,2.1000,0.6100,0.6100
0.7000,2.1100,0.6100,0.6100
0.7000,2.1200,0.6100,0.6100
0.7100,2.1300,0.6200,0.6200
0.7100,2.1400,0.6200,0.6200
0.7100,2.1500,0.6201,0.6201
0.7100,2.1600,0.6200,0.6200
0.7200,2.1700,0.6220,0.6220
0.7200,2.1800,0.6229,0.6229
0.7200,2.1900,0.6239,0.6239
0.7200,2.2000,0.6251,0.6251
0.7200,2.2100,0.6265,0.6265
0.7200,2.2200,0.6280,0.6280
0.7200,2.2300,0.6297,0.6297
0.7200,2.2400,0.6300,0.6300
0.7200,2.2500,0.6300,0.6300
0.7200,2.2600,0.6300,0.6300
0.7300,2.2700,0.6200,0.6200
0.7300,2.2800,0.6200,0.6200
0.7300,2.2900,0.6200,0.6200
0.7300,2.3000,0.6201,0.6201
0.7300,2.3100,0.6203,0.6203
0.7300,2.3200,0.6207,0.6207
0.7300,2.3300,0.6213,0.6213
0.7400,2.3400,0.6120,0.6120
0.7400,2.3500,0.6129,0.6129
0.7400,2.3600,0.6140,0.6140
0.7400,2.3700,0.6152,0.6152
0.7400,2.3800,0.6166,0.6166
0.7400,2.3900,0.6181,0.6181
0.7500,2.4000,0.6100,0.6100
0.7500,2.4100,0.6100,0.6100
0.7500,2.4200,0.6100,0.6100
0.7500,2.4300,0.6100,0.6100
0.7500,2.4400,0.6100,0.6100
0.7500,2.4500,0.6100,0.6100
0.7500,2.4600,0.6100,0.6100
0.7500,2.4700,0.6101,0.6101
0.7500,2.4800,0.6103,0.6103
0.7500,2.4900,0.6107,0.6107
0.7500,2.5000,0.6113,0.6113
0.7500,2.5100,0.6120,0.6120
0.7600,2.5200,0.6030,0.6030
0.7600,2.5300,0.6041,0.6041
0.7600,2.5400,0.6053,0.6053
0.7600,2.5500,0.6067,0.6067
0.7700,2.5600,0.5984,0.5984
0.7700,2.5700,0.6002,0.6002
0.7700,2.5800,0.6021,0.6021
0.7700,2.5900,0.6042,0.6042
0.7700,2.6000,0.6064,0.6064
0.7700,2.6100,0.6088,0.6088
0.7700,2.6200,0.6113,0.6113
0.7700,2.6300,0.6140,0.6140
0.7700,2.6400,0.6152,0.6152
0.7700,2.6500,0.6166,0.6166
0.7700,2.6600,0.6181,0.6181
0.7700,2.6700,0.6166,0.6166
0.7700,2.6800,0.6152,0.6152
0.7700,2.6900,0.6140,0.6140
0.7800,2.7000,0.6101,0.6101
0.7800,2.7100,0.6103,0.6103
0.7800,2.7200,0.6107,0.6107
0.7800,2.7300,0.6113,0.6113
0.7800,2.7400,0.6120,0.6120
0.7800,2.7500,0.6129,0.6129
0.7800,2.7600,0.6140,0.6140
0.7800,2.7700,0.6152,0.6152
0.7800,2.7800,0.6152,0.6152
0.7800,2.7900,0.6140,0.6140
0.7800,2.8000,0.6129,0.6129
0.7800,2.8100,0.6113,0.6113
0.7800,2.8200,0.6088,0.6088
0.7800,2.8300,0.6064,0.6064
0.7800,2.8400,0.6042,0.6042
0.7800,2.8500,0.6021,0.6021
0.7800,2.8600,0.6002,0.6002
0.7900,2.8700,0.6083,0.6083
0.7900,2.8800,0.6067,0.6067
0.7900,2.8900,0.6053,0.6053
0.7900,2.9000,0.6041,0.6041
0.7900,2.9100,0.6030,0.6030
0.7900,2.9200,0.6021,0.6021
0.7900,2.9300,0.6013,0.6013
0.7900,2.9400,0.6002,0.6002
0.7900,2.9500,0.5984,0.5984
0.7900,2.9600,0.5968,0.5968
0.7900,2.9700,0.5954,0.5954
0.8000,2.9800,0.6041,0.6041
0.8000,2.9900,0.6030,0.6030
0.8000,3.0000,0.6021,0.6021
0.8000,3.0100,0.6002,0.6002
0.8000,3.0200,0.5984,0.5984
0.8000,3.0300,0.5968,0.5968
0.8000,3.0400,0.5954,0.5954
0.8000,3.0500,0.5941,0.5941
0.8000,3.0600,0.5930,0.5930
0.8000,3.0700,0.5921,0.5921
0.8000,3.0800,0.5914,0.5914
0.8000,3.0900,0.5908,0.5908
0.8000,3.1000,0.5903,0.5903
0.8000,3.1100,0.5901,0.5901
0.8000,3.1200,0.5900,0.5900
0.8000,3.1300,0.5900,0.5900
0.8000,3.1400,0.5900,0.5900
0.8000,3.1500,0.5900,0.5900
0.8000,3.1600,0.5900,0.5900
0.8000,3.1700,0.5900,0.5900
0.8000,3.1800,0.5900,0.5900
0.8000,3.1900,0.5900,0.5900
0.8100,3.2000,0.6000,0.6000
0.8100,3.2100,0.6000,0.6000
0.8100,3.2200,0.6000,0.6000
0.8100,3.2300,0.6000,0.6000
0.8100,3.2400,0.6000,0.6000
0.8100,3.2500,0.6000,0.6000
0.8100,3.2600,0.6000,0.6000
0.8100,3.2700,0.6000,0.6000
0.8100,3.2800,0.6000,0.6000
0.8100,3.2900,0.6000,0.6000
0.8100,3.3000,0.6000,0.6000
0.8100,3.3100,0.6000,0.6000
0.8100,3.3200,0.6000,0.6000
0.8100,3.3300,0.6000,0.6000
0.8100,3.3400,0.6000,0.6000
0.8100,3.3500,0.6000,0.6000
0.8100,3.3600,0.6000,0.6000
0.8100,3.3700,0.6000,0.6000
0.8100,3.3800,0.6000,0.6000
0.8100,3.3900,0.6000,0.6000
0.8100,3.4000,0.6000,0.6000
0.8100,3.4100,0.6000,0.6000
0.8100,3.4200,0.6000,0.6000
0.8100,3.4300,0.6000,0.6000
0.8100,3.4400,0.6000,0.6000
0.8100,3.4500,0.6000,0.6000
0.8200,3.4600,0.6100,0.6100
0.8200,3.4700,0.6101,0.6101
0.8200,3.4800,0.6103,0.6103
0.8200,3.4900,0.6107,0.6107
0.8200,3.5000,0.6107,0.6107
0.8200,3.5100,0.6103,0.6103
0.8200,3.5200,0.6101,0.6101
0.8200,3.5300,0.6100,0.6100
0.8200,3.5400,0.6100,0.6100
0.8200,3.5500,0.6100,0.6100
0.8200,3.5600,0.6100,0.6100
0.8200,3.5700,0.6100,0.6100
0.8200,3.5800,0.6100,0.6100
0.8200,3.5900,0.6100,0.6100
0.8100,3.6000,0.6161,0.6161
0.8100,3.6100,0.6185,0.6185
0.8100,3.6200,0.6200,0.6200
0.8100,3.6300,0.6200,0.6200
0.8100,3.6400,0.6200,0.6200
0.8100,3.6500,0.6200,0.6200
0.8100,3.6600,0.6200,0.6200
0.8100,3.6700,0.6200,0.6200
0.8100,3.6800,0.6200,0.6200
0.8100,3.6900,0.6200,0.6200
0.8100,3.7000,0.6200,0.6200
0.8100,3.7100,0.6201,0.6201
0.8100,3.7200,0.6203,0.6203
0.8100,3.7300,0.6207,0.6207
0.8100,3.7400,0.6207,0.6207
0.8100,3.7500,0.6203,0.6203
0.8100,3.7600,0.6201,0.6201
0.8100,3.7700,0.6200,0.6200
0.8100,3.7800,0.6200,0.6200
0.8100,3.7900,0.6200,0.6200
0.8100,3.8000,0.6200,0.6200
0.8100,3.8100,0.6200,0.6200
0.8100,3.8200,0.6200,0.6200
0.8100,3.8300,0.6200,0.6200
0.8100,3.8400,0.6200,0.6200
0.8100,3.8500,0.6200,0.6200
0.8100,3.8600,0.6200,0.6200
0.8100,3.8700,0.6200,0.6200
0.8100,3.8800,0.6200,0.6200
0.8000,3.8900,0.6297,0.6297
0.8000,3.9000,0.6300,0.6300
0.8000,3.9100,0.6300,0.6300
0.8000,3.9200,0.6297,0.6297
0.8000,3.9300,0.6280,0.6280
0.7900,3.9400,0.6265,0.6265
0.7900,3.9500,0.6280,0.6280
0.7900,3.9600,0.6297,0.6297
0.7900,3.9700,0.6315,0.6315
0.7900,3.9800,0.6320,0.6320
0.7900,3.9900,0.6313,0.6313
0.7900,4.0000,0.6307,0.6307
0.7900,4.0100,0.6303,0.6303
0.7900,4.0200,0.6301,0.6301
0.7900,4.0300,0.6300,0.6300
0.7900,4.0400,0.6301,0.6301
0.7900,4.0500,0.6303,0.6303
0.7900,4.0600,0.6307,0.6307
0.7900,4.0700,0.6313,0.6313
0.7900,4.0800,0.6320,0.6320
0.7900,4.0900,0.6329,0.6329
0.7800,4.1000,0.6307,0.6307
0.7800,4.1100,0.6313,0.6313
0.7800,4.1200,0.6320,0.6320
0.7800,4.1300,0.6329,0.6329
0.7800,4.1400,0.6339,0.6339
0.7800,4.1500,0.6339,0.6339
0.7800,4.1600,0.6329,0.6329
0.7800,4.1700,0.6320,0.6320
0.7800,4.1800,0.6313,0.6313
0.7800,4.1900,0.6307,0.6307
0.7800,4.2000,0.6303,0.6303
0.7800,4.2100,0.6297,0.6297
0.7700,4.2200,0.6379,0.6379
0.7700,4.2300,0.6364,0.6364
0.7700,4.2400,0.6351,0.6351
0.7700,4.2500,0.6339,0.6339
0.7700,4.2600,0.6329,0.6329
0.7700,4.2700,0.6320,0.6320
0.7700,4.2800,0.6313,0.6313
0.7600,4.2900,0.6407,0.6407
0.7600,4.3000,0.6403,0.6403
0.7600,4.3100,0.6401,0.6401
0.7600,4.3200,0.6400,0.6400
0.7600,4.3300,0.6400,0.6400
0.7500,4.3400,0.6485,0.6485
0.7500,4.3500,0.6500,0.6500
0.7500,4.3600,0.6494,0.6494
0.7500,4.3700,0.6476,0.6476
0.7500,4.3800,0.6454,0.6454
0.7500,4.3900,0.6433,0.6433
0.7500,4.4000,0.6413,0.6413
0.7500,4.4100,0.6395,0.6395
0.7500,4.4200,0.6379,0.6379
