# x_m,y_m,w_tr_right_m,w_tr_left_m
-2.3100,2.0700,0.6237,0.6237
-2.3000,2.0600,0.6152,0.6152
-2.3000,2.0500,0.6166,0.6166
-2.3000,2.0400,0.6181,0.6181
-2.3000,2.0300,0.6198,0.6198
-2.2900,2.0200,0.6113,0.6113
-2.2900,2.0100,0.6120,0.6120
-2.2900,2.0000,0.6129,0.6129
-2.2900,1.9900,0.6140,0.6140
-2.2800,1.9800,0.6053,0.6053
-2.2800,1.9700,0.6067,0.6067
-2.2700,1.9600,0.5984,0.5984
-2.2700,1.9500,0.6000,0.6000
-2.2600,1.9400,0.5900,0.5900
-2.2600,1.9300,0.5900,0.5900
-2.2600,1.9200,0.5901,0.5901
-2.2500,1.9100,0.5803,0.5803
-2.2500,1.9000,0.5808,0.5808
-2.2500,1.8900,0.5814,0.5814
-2.2500,1.8800,0.5822,0.5822
-2.2400,1.8700,0.5731,0.5731
-2.2400,1.8600,0.5743,0.5743
-2.2400,1.8500,0.5756,0.5756
-2.2400,1.8400,0.5771,0.5771
-2.2300,1.8300,0.5689,0.5689
-2.2300,1.8200,0.5707,0.5707
-2.2300,1.8100,0.5727,0.5727
-2.2300,1.8000,0.5749,0.5749
-2.2200,1.7900,0.5675,0.5675
-2.2200,1.7800,0.5701,0.5701
-2.2200,1.7700,0.5728,0.5728
-2.2200,1.7600,0.5757,0.5757
-2.2100,1.7500,0.5692,0.5692
-2.2100,1.7400,0.5725,0.5725
-2.2100,1.7300,0.5758,0.5758
-2.2100,1.7200,0.5794,0.5794
-2.2100,1.7100,0.5831,0.5831
-2.2000,1.7000,0.5772,0.5772
-2.2000,1.6900,0.5797,0.5797
-2.1900,1.6800,0.5722,0.5722
-2.1900,1.6700,0.5731,0.5731
-2.1900,1.6600,0.5743,0.5743
-2.1900,1.6500,0.5756,0.5756
-2.1900,1.6400,0.5771,0.5771
-2.1900,1.6300,0.5787,0.5787
-2.1900,1.6200,0.5803,0.5803
-2.1800,1.6100,0.5708,0.5708
-2.1800,1.6000,0.5714,0.5714
-2.1800,1.5900,0.5722,0.5722
-2.1700,1.5800,0.5632,0.5632
-2.1700,1.5700,0.5644,0.5644
-2.1700,1.5600,0.5657,0.5657
-2.1700,1.5500,0.5672,0.5672
-2.1600,1.5400,0.5590,0.5590
-2.1600,1.5300,0.5609,0.5609
-2.1500,1.5200,0.5532,0.5532
-2.1500,1.5100,0.5554,0.5554
-2.1500,1.5000,0.5579,0.5579
-2.1400,1.4900,0.5508,0.5508
-2.1400,1.4800,0.5536,0.5536
-2.1400,1.4700,0.5566,0.5566
-2.1300,1.4600,0.5503,0.5503
-2.1300,1.4500,0.5536,0.5536
-2.1300,1.4400,0.5566,0.5566
-2.1300,1.4300,0.5597,0.5597
-2.1200,1.4200,0.5536,0.5536
-2.1200,1.4100,0.5571,0.5571
-2.1200,1.4000,0.5608,0.5608
-2.1100,1.3900,0.5554,0.5554
-2.1100,1.3800,0.5595,0.5595
-2.1100,1.3700,0.5636,0.5636
-2.1100,1.3600,0.5680,0.5680
-2.1100,1.3500,0.5725,0.5725
-2.1100,1.3400,0.5725,0.5725
-2.1100,1.3300,0.5686,0.5686
-2.1000,1.3200,0.5738,0.5738
-2.1000,1.3100,0.5701,0.5701
-2.0900,1.3000,0.5758,0.5758
-2.0900,1.2900,0.5725,0.5725
-2.0800,1.2800,0.5778,0.5778
-2.0800,1.2700,0.5738,0.5738
-2.0700,1.2600,0.5794,0.5794
-2.0700,1.2500,0.5758,0.5758
-2.0700,1.2400,0.5725,0.5725
-2.0600,1.2300,0.5787,0.5787
-2.0600,1.2200,0.5757,0.5757
-2.0500,1.2100,0.5819,0.5819
-2.0400,1.2000,0.5818,0.5818
-2.0300,1.1900,0.5770,0.5770
-2.0300,1.1800,0.5814,0.5814
-2.0200,1.1700,0.5771,0.5771
-2.0100,1.1600,0.5727,0.5727
-2.0100,1.1500,0.5770,0.5770
-2.0100,1.1400,0.5814,0.5814
-2.0000,1.1300,0.5770,0.5770
-1.9900,1.1200,0.5725,0.5725
-1.9900,1.1100,0.5770,0.5770
-1.9800,1.1000,0.5725,0.5725
-1.9800,1.0900,0.5770,0.5770
-1.9700,1.0800,0.5725,0.5725
-1.9700,1.0700,0.5770,0.5770
-1.9600,1.0600,0.5725,0.5725
-1.9600,1.0500,0.5770,0.5770
-1.9500,1.0400,0.5725,0.5725
-1.9500,1.0300,0.5743,0.5743
-1.9400,1.0200,0.5707,0.5707
-1.9400,1.0100,0.5714,0.5714
-1.9400,1.0000,0.5660,0.5660
-1.9300,0.9900,0.5675,0.5675
-1.9300,0.9800,0.5644,0.5644
-1.9300,0.9700,0.5595,0.5595
-1.9200,0.9600,0.5636,0.5636
-1.9200,0.9500,0.5590,0.5590
-1.9100,0.9400,0.5630,0.5630
-1.9100,0.9300,0.5595,0.5595
-1.9000,0.9200,0.5608,0.5608
-1.9000,0.9100,0.5608,0.5608
-1.8900,0.9000,0.5595,0.5595
-1.8900,0.8900,0.5630,0.5630
-1.8900,0.8800,0.5597,0.5597
-1.8800,0.8700,0.5608,0.5608
-1.8800,0.8600,0.5630,0.5630
-1.8800,0.8500,0.5597,0.5597
-1.8700,0.8400,0.5636,0.5636
-1.8700,0.8300,0.5630,0.5630
-1.8700,0.8200,0.5597,0.5597
-1.8600,0.8100,0.5590,0.5590
-1.8600,0.8000,0.5609,0.5609
-1.8600,0.7900,0.5604,0.5604
-1.8600,0.7800,0.5571,0.5571
-1.8500,0.7700,0.5579,0.5579
-1.8500,0.7600,0.5597,0.5597
-1.8400,0.7500,0.5536,0.5536
-1.8400,0.7400,0.5566,0.5566
-1.8400,0.7300,0.5597,0.5597
-1.8300,0.7200,0.5536,0.5536
-1.8300,0.7100,0.5571,0.5571
-1.8200,0.7000,0.5515,0.5515
-1.8200,0.6900,0.5554,0.5554
-1.8100,0.6800,0.5504,0.5504
-1.8100,0.6700,0.5546,0.5546
-1.8100,0.6600,0.5590,0.5590
-1.8000,0.6500,0.5547,0.5547
-1.8000,0.6400,0.5595,0.5595
-1.8000,0.6300,0.5644,0.5644
-1.8000,0.6200,0.5608,0.5608
-1.8000,0.6100,0.5571,0.5571
-1.8000,0.6000,0.5536,0.5536
-1.7900,0.5900,0.5597,0.5597
-1.7900,0.5800,0.5566,0.5566
-1.7900,0.5700,0.5536,0.5536
-1.7900,0.5600,0.5503,0.5503
-1.7800,0.5500,0.5554,0.5554
-1.7800,0.5400,0.5515,0.5515
-1.7700,0.5300,0.5571,0.5571
-1.7700,0.5200,0.5536,0.5536
-1.7600,0.5100,0.5597,0.5597
-1.7600,0.5000,0.5566,0.5566
-1.7500,0.4900,0.5632,0.5632
-1.7500,0.4800,0.5604,0.5604
-1.7400,0.4700,0.5665,0.5665
-1.7400,0.4600,0.5630,0.5630
-1.7400,0.4500,0.5597,0.5597
-1.7300,0.4400,0.5661,0.5661
-1.7200,0.4300,0.5644,0.5644
-1.7200,0.4200,0.5657,0.5657
-1.7200,0.4100,0.5672,0.5672
-1.7100,0.4000,0.5590,0.5590
-1.7100,0.3900,0.5609,0.5609
-1.7100,0.3800,0.5629,0.5629
-1.7000,0.3700,0.5554,0.5554
-1.7000,0.3600,0.5579,0.5579
-1.6900,0.3500,0.5508,0.5508
-1.6900,0.3400,0.5532,0.5532
-1.6800,0.3300,0.5457,0.5457
-1.6800,0.3200,0.5482,0.5482
-1.6800,0.3100,0.5508,0.5508
-1.6800,0.3000,0.5536,0.5536
-1.6700,0.2900,0.5471,0.5471
-1.6700,0.2800,0.5503,0.5503
-1.6700,0.2700,0.5536,0.5536
-1.6600,0.2600,0.5478,0.5478
-1.6600,0.2500,0.5515,0.5515
-1.6500,0.2400,0.5463,0.5463
-1.6500,0.2300,0.5504,0.5504
-1.6500,0.2200,0.5546,0.5546
-1.6500,0.2100,0.5590,0.5590
-1.6500,0.2000,0.5595,0.5595
-1.6500,0.1900,0.5554,0.5554
-1.6400,0.1800,0.5608,0.5608
-1.6400,0.1700,0.5571,0.5571
-1.6400,0.1600,0.5536,0.5536
-1.6300,0.1500,0.5597,0.5597
-1.6300,0.1400,0.5566,0.5566
-1.6200,0.1300,0.5632,0.5632
-1.6200,0.1200,0.5604,0.5604
-1.6200,0.1100,0.5579,0.5579
-1.6100,0.1000,0.5646,0.5646
-1.6100,0.0900,0.5608,0.5608
-1.6000,0.0800,0.5665,0.5665
-1.6000,0.0700,0.5630,0.5630
-1.6000,0.0600,0.5595,0.5595
-1.6000,0.0500,0.5554,0.5554
-1.5900,0.0400,0.5608,0.5608
-1.5900,0.0300,0.5571,0.5571
-1.5800,0.0200,0.5630,0.5630
-1.5800,0.0100,0.5595,0.5595
-1.5700,0.0000,0.5646,0.5646
-1.5700,-0.0100,0.5608,0.5608
-1.5600,-0.0200,0.5665,0.5665
-1.5600,-0.0300,0.5630,0.5630
-1.5500,-0.0400,0.5686,0.5686
-1.5500,-0.0500,0.5646,0.5646
-1.5400,-0.0600,0.5701,0.5701
-1.5400,-0.0700,0.5665,0.5665
-1.5300,-0.0800,0.5725,0.5725
-1.5300,-0.0900,0.5692,0.5692
-1.5200,-0.1000,0.5757,0.5757
-1.5200,-0.1100,0.5728,0.5728
-1.5200,-0.1200,0.5701,0.5701
-1.5100,-0.1300,0.5758,0.5758
-1.5000,-0.1400,0.5818,0.5818
-1.5000,-0.1500,0.5778,0.5778
-1.4900,-0.1600,0.5831,0.5831
-1.4800,-0.1700,0.5887,0.5887
-1.4800,-0.1800,0.5852,0.5852
-1.4700,-0.1900,0.5909,0.5909
-1.4700,-0.2000,0.5869,0.5869
-1.4600,-0.2100,0.5924,0.5924
-1.4600,-0.2200,0.5887,0.5887
-1.4600,-0.2300,0.5852,0.5852
-1.4500,-0.2400,0.5914,0.5914
-1.4400,-0.2500,0.5977,0.5977
-1.4400,-0.2600,0.5946,0.5946
-1.4400,-0.2700,0.5914,0.5914
-1.4300,-0.2800,0.5954,0.5954
-1.4300,-0.2900,0.5906,0.5906
-1.4200,-0.3000,0.5948,0.5948
-1.4200,-0.3100,0.5903,0.5903
-1.4100,-0.3200,0.5951,0.5951
-1.4100,-0.3300,0.5909,0.5909
-1.4000,-0.3400,0.5962,0.5962
-1.4000,-0.3500,0.5924,0.5924
-1.4000,-0.3600,0.5887,0.5887
-1.3900,-0.3700,0.5946,0.5946
-1.3900,-0.3800,0.5914,0.5914
-1.3900,-0.3900,0.5882,0.5882
-1.3800,-0.4000,0.5948,0.5948
-1.3800,-0.4100,0.5920,0.5920
-1.3700,-0.4200,0.5991,0.5991
-1.3700,-0.4300,0.5967,0.5967
-1.3600,-0.4400,0.6037,0.6037
-1.3600,-0.4500,0.5993,0.5993
-1.3600,-0.4600,0.5951,0.5951
-1.3600,-0.4700,0.5909,0.5909
-1.3500,-0.4800,0.5962,0.5962
-1.3500,-0.4900,0.5924,0.5924
-1.3400,-0.5000,0.5981,0.5981
-1.3400,-0.5100,0.5946,0.5946
-1.3300,-0.5200,0.6008,0.6008
-1.3300,-0.5300,0.5977,0.5977
-1.3200,-0.5400,0.6044,0.6044
-1.3200,-0.5500,0.6017,0.6017
-1.3200,-0.5600,0.5991,0.5991
-1.3100,-0.5700,0.6000,0.6000
-1.3100,-0.5800,0.6000,0.6000
-1.3100,-0.5900,0.6000,0.6000
-1.3100,-0.6000,0.6000,0.6000
-1.3000,-0.6100,0.5900,0.5900
-1.3000,-0.6200,0.5900,0.5900
-1.3000,-0.6300,0.5900,0.5900
-1.3000,-0.6400,0.5900,0.5900
-1.2900,-0.6500,0.5800,0.5800
-1.2900,-0.6600,0.5800,0.5800
-1.2900,-0.6700,0.5800,0.5800
-1.2900,-0.6800,0.5800,0.5800
-1.2800,-0.6900,0.5700,0.5700
-1.2800,-0.7000,0.5700,0.5700
-1.2800,-0.7100,0.5701,0.5701
-1.2700,-0.7200,0.5604,0.5604
-1.2700,-0.7300,0.5608,0.5608
-1.2700,-0.7400,0.5614,0.5614
-1.2600,-0.7500,0.5523,0.5523
-1.2600,-0.7600,0.5533,0.5533
-1.2600,-0.7700,0.5544,0.5544
-1.2600,-0.7800,0.5558,0.5558
-1.2600,-0.7900,0.5573,0.5573
-1.2600,-0.8000,0.5590,0.5590
-1.2600,-0.8100,0.5600,0.5600
-1.2500,-0.8200,0.5500,0.5500
-1.2500,-0.8300,0.5500,0.5500
-1.2500,-0.8400,0.5501,0.5501
-1.2500,-0.8500,0.5504,0.5504
-1.2500,-0.8600,0.5508,0.5508
-1.2500,-0.8700,0.5515,0.5515
-1.2500,-0.8800,0.5523,0.5523
-1.2400,-0.8900,0.5433,0.5433
-1.2400,-0.9000,0.5445,0.5445
-1.2400,-0.9100,0.5459,0.5459
-1.2400,-0.9200,0.5474,0.5474
-1.2400,-0.9300,0.5492,0.5492
-1.2400,-0.9400,0.5500,0.5500
-1.2400,-0.9500,0.5500,0.5500
-1.2400,-0.9600,0.5500,0.5500
-1.2400,-0.9700,0.5500,0.5500
-1.2400,-0.9800,0.5500,0.5500
-1.2400,-0.9900,0.5500,0.5500
-1.2400,-1.0000,0.5500,0.5500
-1.2400,-1.0100,0.5500,0.5500
-1.2400,-1.0200,0.5500,0.5500
-1.2400,-1.0300,0.5501,0.5501
-1.2400,-1.0400,0.5500,0.5500
-1.2400,-1.0500,0.5500,0.5500
-1.2400,-1.0600,0.5500,0.5500
-1.2400,-1.0700,0.5500,0.5500
-1.2400,-1.0800,0.5500,0.5500
-1.2400,-1.0900,0.5500,0.5500
-1.2400,-1.1000,0.5492,0.5492
-1.2400,-1.1100,0.5474,0.5474
-1.2400,-1.1200,0.5457,0.5457
-1.2400,-1.1300,0.5434,0.5434
-1.2400,-1.1400,0.5413,0.5413
-1.2400,-1.1500,0.5394,0.5394
-1.2400,-1.1600,0.5376,0.5376
-1.2400,-1.1700,0.5360,0.5360
-1.2400,-1.1800,0.5346,0.5346
-1.2400,-1.1900,0.5334,0.5334
